id,name,expires,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,t_100,Axial Piston Model,Astrogation Buffer Length,InfoCore Size,AutoTerrain Tread Count,Arakyd Vocabulator Model,Nanochip Model,Repulsorlift Motor HP,Cranial Uplink Bandwidth,Sonoreceptors,Polarity Sinks,Productivity
113,Excavator Botchik Jr.,,49.00709116250273,59.34007907305877,68.21576328658777,75.74708692668561,82.04197229930963,87.20342150387258,91.32961704433632,94.51402244030575,96.84548283812258,98.40832562195915,99.28246102491238,99.54348274009737,99.26276853174147,98.50758084627797,97.34116742343991,95.822861907354,94.00818445763434,91.94894236047642,89.69333063975074,87.28603266809677,84.76832077801673,82.17815687296945,79.55029303846416,76.91637215315433,74.30502849993154,71.74198837701924,69.25017070906657,66.84978765824233,64.5584452353286,62.391243910814794,60.36087922599122,58.47774240404313,56.750020961144486,55.18379931755181,53.7831594086977,52.550281296285476,51.48554377938184,50.5876250055119,49.853603081751906,49.27905668582409,48.8581656771896,48.583811708142846,48.447678834905496,48.44035412871967,48.551428286942,48.76959624413808,49.082757783175374,49.478118146317804,49.942288646318815,50.461387277515854,51.02113932692387,51.60697798532956,52.204144958384575,52.79779107769929,53.373076911937886,53.91527337791077,54.409862351668345,54.84263727959666,55.199803789508834,55.46808030174097,55.63479864024424,55.68800464367967,55.616558776512505,55.41023674010458,55.059830083809054,54.5572468160645,53.89561201548793,53.06936844196931,52.07437714776445,50.90801808859074,49.569290734717896,48.05891468206596,46.37943026329443,44.53529915890047,42.533005008308855,40.38115402096887,38.09057558744646,35.67442289051939,33.14827351626873,30.530230065175076,27.841020763211112,25.10410007293632,22.34574930458886,19.595177227183555,16.884620679599884,14.249445181680422,11.728245545322839,9.362946485574877,7.198903231726225,5.285002138403755,3.6737612966660795,2.4214311450935644,1.5880950808882233,1.2377700709620092,1.4385072630329472,2.2624925967225886,3.7861474146406255,6.090229073487011,9.259931555144117,13.384986077767042,,,,,,,,,,,
114,Waterwaller Boterson I,,96.52111734839043,97.27450343554632,97.6958704589248,97.81014074669586,97.64182358381419,97.21497812975355,96.55317788690645,95.67947671964968,94.616376424075,93.38579584838574,92.00904156395848,90.50678008707065,88.89901165129346,87.20504553055036,85.44347691284104,83.63216532463089,81.78821460590619,79.92795443589452,78.06692340945094,76.21985366410956,74.40065705780069,72.62241289723343,70.89735721694392,69.23687360900894,67.65148560342523,66.15085059915413,64.74375534583191,63.43811297614545,62.2409615888736,61.158464382594026,60.19591134005551,59.357722463215765,58.64745255894491,58.067797575394316,57.62060248903106,57.30687074233784,57.12677523217843,57.0796708488287,57.16410856567319,57.37785107956697,57.71789000186334,58.18046460010681,58.76108209039185,59.454539480386764,60.25494696302351,61.1557528608528,62.1497701210648,63.229204361175285,64.38568346537738,65.61028873155885,66.89358756898481,68.225667746646,69.59617319227264,70.99434134201373,72.40904204078193,73.8288179932638,75.24192676559593,76.63638433770623,78.00001020632065,79.32047403863602,80.58534387665787,81.78213589220375,82.89836569257257,83.92160117687867,84.83951694305256,85.63995024550589,86.31095850346298,86.84087835995695,87.21838629149242,87.43256076837281,87.47294596569384,87.32961702500164,86.99324686661787,86.45517455262866,85.70747520054046,84.74303144760006,83.55560646578233,82.13991852744034,80.49171712162389,78.6078606210621,76.48639549981164,74.12663710157055,71.52925195865852,68.69634166166058,65.63152827973876,62.340041331607104,58.82880630717378,55.106534739848634,51.18381582951408,47.07320961616502,42.78934170421163,38.348999537448414,33.77123022468939,29.077439916066822,24.291494729998856,19.43982323082023,14.551520457077672,9.658453500493794,4.7953686355942695,0.0,,,,,,,,,,,
115,Waterborer Botski Jr.,,97.19582920789037,96.39469985766073,95.59239555617664,94.79103585804224,93.99264876633875,93.19917073262474,92.41244665693596,91.63422988778534,90.8661822221631,90.10987390553669,89.36678363185075,88.63829854352717,87.92571423146501,87.23023473504064,86.55297254210761,85.89494858899668,85.25709226051589,84.64024138995046,84.04514225906284,83.47244959809275,82.92272658575706,82.39644484924993,81.89398446424273,81.41563395488404,80.96159029379969,80.5319589020927,80.12675364934336,79.74589685360917,79.38921928142483,79.05646014780228,78.74726711623072,78.46119629867654,78.19771225558337,77.95618799587206,77.73590497694069,77.53605310466452,77.35573073339616,77.19394466596528,77.04961015367893,76.92155089632128,76.80849904215377,76.70909518791508,76.62188837882108,76.54533610856488,76.47780431931682,76.41756740172445,76.36280819491259,76.31161798648326,76.26199651251565,76.21185195756627,76.15900095466883,76.10116858533421,76.03598837955055,75.96100231578326,75.87366082097493,75.7713227705454,75.65125548839166,75.51063474688804,75.34654476688605,75.15597821771438,74.93583621717902,74.6829283315631,74.39397257562707,74.06559541260854,73.69433175422243,73.27662496066075,72.80882684059283,72.28719765116526,71.70790609800173,71.06702933520326,70.36055296534808,69.58437103949159,68.7342860571665,67.80600896638266,66.79515916362726,65.69726449386461,64.50776125053622,63.22199417556099,61.8352164593349,60.34258974073117,58.739184107100336,57.01997809427004,55.17985868654524,53.21362131670809,51.115969866017984,48.88151666421148,46.50478248950247,43.980196568581995,41.30209657661832,38.46472863725696,35.462247322620684,32.288715653309374,28.938105098400303,25.404295575447875,21.681075450483704,17.76214153801666,13.64109910103281,9.311461850995553,4.766651947845351,0.0,,,,,,,,,,,
116,Wallwidget Botberg II,,72.46564196726465,75.99183216104437,79.18861749519819,82.07023303777206,84.65073268700317,86.94397361539131,88.9636013748796,90.72303566314486,92.23545675099757,93.51379257089114,94.57070646654101,95.41858560365309,96.06953004176172,96.53534246717741,96.82751858704377,96.9572381845042,96.93535683497812,96.77239828354658,96.47854748344764,96.06364429568094,95.53717784972234,94.90828156534741,94.18572883556511,93.37792937066052,92.49292620334744,91.53839335503031,90.52163416317578,89.44958026979373,88.32879127102795,87.16545502785624,85.96538863790009,84.73404006834389,83.47649044996368,82.19745703226548,80.90129679973305,79.5920107491853,78.27324882824317,76.94831553490604,75.62017617823767,74.29146380016184,72.9644867583672,71.64123697032198,70.32339881839809,69.01235871610471,67.70921533543148,66.41479049530128,65.12964071113245,63.854069405510536,62.5881397799697,61.33168834788355,60.08433912846556,58.84551850187886,57.61447072545593,56.39027411102758,55.17185786336121,53.958019579709365,52.74744341046689,51.53871888093829,50.33036037421458,49.12082727515912,47.90854477550378,46.69192534005403,45.46939083400362,44.23939531135931,43.00044846447453,41.75113973469288,40.490163084101134,39.216342428391656,37.92865773083451,36.626271757359355,35.308557492745834,33.975126217924895,32.62585624838869,31.26092233371053,29.880825718173647,28.486424862510816,27.07896682675163,25.660119314181635,24.232003376408535,22.797226779539738,21.358918031469123,19.92076107027234,18.487030613712726,17.062628169856787,15.65311870879799,14.264767995491482,12.904580583697832,11.580338471036233,10.300640415146496,9.07494191096283,7.913595829094308,6.827893715316927,5.8301077511746335,4.933533375689394,4.152532568180895,3.502577792197623,3.000296600553235,2.663516901478244,2.5113128858755758,2.5640516156900794,,,,,,,,,,,
117,Excawalker Botski,,100.0,96.87634053308943,93.90631367476276,91.08650193751915,88.41348783385779,85.88385387627784,83.49418257727851,81.24105644935896,79.12105800501837,77.13076975675592,75.2667742170708,73.52565389846217,71.90399131342924,70.39836897447114,69.0053693940871,67.72157508477626,66.54356855903781,65.46793232937092,64.4912489082748,63.6101008082486,62.82107054179152,62.12074062140272,61.50569355958138,60.97251186882669,60.51777806163782,60.138074650513964,59.82998414795427,59.59008906645797,59.41497191852418,59.30121521665211,59.24540147334094,59.244113201089846,59.293932912398,59.3914431197646,59.5332263356888,59.71586507266979,59.93594184320676,60.19003915979888,60.474739534945314,60.78662548114525,61.122279510897876,61.47828413670237,61.8512218710579,62.23767522646366,62.634226715418826,63.03745885042256,63.443954143974054,63.85029510857248,64.25306425671702,64.64884410090686,65.03421715364117,65.40576592741913,65.76007293473991,66.09372068810272,66.40329170000672,66.68536848295109,66.93653354943497,67.15336941195757,67.33245858301811,67.47038357511572,67.56372690074959,67.6090710724189,67.60299860262283,67.54209200386055,67.42293378863125,67.24210646943409,66.9961925587683,66.68177456913298,66.29543501302739,65.83375640295066,65.29332125140198,64.6707120708805,63.96251137388546,63.165301672916,62.275665480471275,61.290185309050536,60.205443671152885,59.01802307927755,57.72450604592368,56.321475083590485,54.80551270477708,53.17320142198275,51.42112374770659,49.545862194447814,47.543999274705605,45.412117500979086,43.14679938576751,40.744627441569996,38.2021841808858,35.51605211621399,32.68281376005384,29.699051624904467,26.561348223265114,23.266286067634912,19.810447670513003,16.19041554439865,12.402772201790995,8.444100155189233,4.310981917092486,0.0,,,,,,,,,,,
118,Extralift Botski,,16.645812245808603,22.277856554513324,27.69419613193338,32.89626570194406,37.88556756423884,42.66367159432944,47.23221524354576,51.59290353903595,55.74750908376633,59.697872056521476,63.445900211904146,66.99356888033532,70.34292096805417,73.49606695711813,76.45518490540282,79.22252044660203,81.80038679022786,84.1911647216105,86.39730260189849,88.42131636805846,90.26578953287532,91.93337318495215,93.42678598871032,94.74881418438932,95.9023115880469,96.890199591559,97.71546716261983,98.38117084474176,98.89043475725538,99.24645059530945,99.45247762987107,99.5118427077254,99.42794025147595,99.20423225954431,98.84424830617041,98.3515855414123,97.72990869114625,96.98295005706683,96.1145095166867,95.12845452333683,94.02872010616635,92.8193088701426,91.50429099605118,90.08780424049587,88.57405393589866,86.96731299049976,85.27192188835755,83.49228868934875,81.63288902916813,79.69826611932876,77.69303074716196,75.62186127581714,73.48950364426206,71.3007713672826,69.06054553548285,66.77377481528518,64.44547544893017,62.08073125447655,59.684693625801216,57.26258153259947,54.81968152038467,52.36134771048839,49.893001800060446,47.42013306206894,44.948298345300095,42.48312207435836,40.03029624966634,37.59558044746504,35.184801819813465,32.803855094589,30.458702575487123,28.155374142021593,25.8999672495243,23.698646929145468,21.557645787853474,19.483264008434784,17.481869349494335,15.559897145455155,13.723850306558331,11.980299318863402,10.33588224424794,8.797304720407926,7.371339960857336,6.064828754928453,4.884679467771828,3.837868040356177,2.9314379894683826,2.172500407713526,1.5682339635150786,1.1258849011145866,0.8527670405717354,0.7562617777645603,0.8438180843892865,1.1229525079603024,1.6012491718101782,2.2863597750899665,3.186003592768418,4.3079674756329425,5.660105850289099,7.250340719160375,,,,,,,,,,,
119,Extravator Botberg I,,86.60987835800124,82.25662582247953,78.45107752705529,75.16303582950603,72.362914352411,70.02174025490451,68.11115650442942,66.60342414849042,65.47142458640757,64.68866184106959,64.22926483068743,64.06798964054748,64.18022179476515,64.54197852803817,65.12991105740001,65.9213068539734,66.89409191472356,68.02683303421175,69.29874007634864,70.68966824614766,72.1801203614785,73.75124912482043,75.38485939501585,77.06341045902347,78.77001830367193,80.48845788741313,82.20316541207565,83.89924059461806,85.56244893888254,87.17922400734805,88.73666969288394,90.2225624905032,91.62535376911597,92.93417204328297,94.13882524496874,95.22980299529529,96.1982788762953,97.03611270266565,97.73585279352073,98.29073824414604,98.69470119775133,98.94236911722425,99.02906705688356,98.95081993423268,98.70435480171308,98.28710311845764,97.69720302204401,96.93350160024819,95.99555716279787,94.88364151312561,93.59874222012263,92.14256488989206,90.51753543750205,88.72680235873975,86.7742390018642,84.66444583936014,82.40275273969108,79.99522123905298,77.44864681312751,74.77056114883545,71.96923441609016,69.05367753955092,66.03364447037644,62.91963445797833,59.72289432177422,56.45542072294128,53.12996243616993,49.760022621416994,46.35986109565872,42.944496604645025,39.52970909465244,36.132041984237325,32.76880443598974,29.458073628286296,26.21869702704423,23.070294657474168,20.033261375834243,17.128769141182776,14.378769287131798,11.8059947936011,9.433962558570874,7.286975669836057,5.3901256767582995,3.7692948620205713,2.451158513380412,1.4631871954226214,0.8336490213139981,0.5916119245547802,0.7669459307346558,1.3903254292831184,2.493231445225978,4.107953910936149,6.267593937888716,9.006066088413723,12.358100647449723,16.359245894296993,21.04587037437079,26.455165170956235,32.62514617695846,39.59465636666041,,,,,,,,,,,
120,Excavator Boterson I,,98.81348939796669,96.8132609627057,94.93351812995996,93.1711670544891,91.52311389105274,89.98626479441049,88.55752591932196,87.23380342054679,86.01200345284458,84.88903217097496,83.86179572969753,82.92720028377192,82.08215198795777,81.32355699701468,80.64832146570225,80.05335154878011,79.53555340100789,79.09183317714519,78.71909703195166,78.41425112018688,78.17420159661049,77.9958546159821,77.87611633306133,77.81189290260781,77.80009047938114,77.83761521814094,77.92137327364685,78.04827080065846,78.2152139539354,78.41910888823729,78.65686175832377,78.9253787189544,79.22156592488884,79.54232953088672,79.88457569170762,80.24521056211123,80.62114029685706,81.0092710507048,81.40650897841407,81.80976023474446,82.21593097445559,82.6219273523071,83.02465552305858,83.42102164146968,83.80793186230001,84.18229234030917,84.54100923025678,84.88098868690248,85.19913686500587,85.49235991932659,85.75756400462421,85.99165527565842,86.19153988718877,86.35412399397491,86.47631375077646,86.55501531235302,86.58713483346425,86.56957846886971,86.49925237332907,86.3730627016019,86.1879156084479,85.94071724862658,85.6283737768976,85.24779134802063,84.79587611675524,84.26953423786104,83.66567186609768,82.98119515622474,82.21301026300188,81.35802334118868,80.4131405455448,79.37526803082983,78.24131195180338,77.0081784632251,75.67277371985456,74.23200387645144,72.6827750877753,71.02199350858581,69.24656529364256,67.35339659770514,65.33939357553321,63.20146238188643,60.93650917152429,58.54144009920651,56.01316131969273,53.34857898774246,50.54459925811537,47.59812828557112,44.5060722248693,41.265337230769504,37.872829458031376,34.325455061414544,30.620120195678584,26.75373101558315,22.723193675887842,18.52541433135231,14.157299136736146,9.615754246798938,4.897685816300374,0.0,,,,,,,,,,,
121,Pushhauler Botson,,52.250688529051125,61.67148694313389,69.81548059719029,76.77337240075722,82.6327572339322,87.47812348641946,91.39085690531319,94.44924675161761,96.72849426550448,98.3007234403074,99.2349941052532,99.59731731693054,99.45067305949561,98.85503025361456,97.86736907414343,96.54170557654493,94.92911863204225,93.0777791715101,91.03298173810269,88.83717834861879,86.53001466360399,84.14836846618991,81.72639044967042,79.29554731381512,76.88466716991977,74.51998725459381,72.2252039522849,70.0215251265407,67.9277247600074,65.96019990316586,64.13302993180406,62.45803811322749,60.944855481205884,59.60098701965726,58.43188015506931,57.4409955576576,56.629880251260595,55.99824303197256,55.54403219551219,55.26351557333013,55.15136287745179,55.20073035405826,55.403347745804055,55.74960756287211,56.22865666276501,56.828490138834894,57.5360475175485,58.33731126449095,59.217407599105684,60.16070961817142,61.15094272801683,62.17129238547172,63.204514147555415,64.23304602990285,65.23912317392583,66.20489482271445,67.11254360567216,67.9444071318908,68.68310189226034,69.31164947031823,69.81360506183262,70.17318830312664,70.37541640813542,70.40623961420357,70.25267893661767,69.90296623187825,69.34668656970467,68.57492291378196,67.58040311124101,66.35764919087798,64.90312897010939,63.2154099706659,61.295315643020494,59.146083899556494,56.773527956472535,54.18619948442265,51.39555406789147,48.41611897331642,45.26566322593313,41.96536999536803,38.5400112899658,35.01812495984958,31.432194008723513,27.818828214411905,24.218948058130056,20.677970962499664,17.24599983829522,13.978013939932705,10.934062029688281,8.179457850663656,5.784977908478579,3.8270615617079495,2.3880134210501103,1.556208057241245,1.426297017692074,2.099418151879608,3.6834072454577518,6.293011963120996,10.050108100194299,15.083918142966352,,,,,,,,,,,
122,Excavator Botson,,55.538919353528584,64.89448321387248,72.78761457439651,79.33267700264746,84.63981826552683,88.8149802789696,91.9599120521031,94.17218562588687,95.5452150062327,96.16827809160566,96.12654159510541,95.50108896102813,94.36895127590918,92.80314117404623,90.87268973750288,88.64268639059313,86.17432178884609,83.52493370245155,80.748055894186,77.89346999181916,75.00726035500129,72.13187193663093,69.30617113870323,66.56550966263883,63.94179135409353,61.46354204224818,59.155982373579555,57.0411036401114,55.13774660214643,53.46168330547861,52.02570189308629,50.839694411305416,49.910747610484336,49.24323674011767,48.83892233846237,48.6970500166331,48.81445323717901,49.185659087140586,49.80299704558725,50.65671074563567,51.735072730948595,53.024502206713905,54.50968578510489,56.1737012252205,57.99814416750678,59.96325786265796,62.04806589499945,64.23050790034978,66.48757827836496,68.7954678993618,71.12970880562253,73.46532190718018,75.77696767208465,78.03909981114776,80.22612195717142,82.31254733865441,84.27316144798121,86.08318770408913,87.71845610961901,89.1555749025439,90.3721052022804,91.34673865027884,92.05947804509525,92.49182097194307,92.62694642672542,92.44990443454986,91.94780866272049,91.11003202821429,89.92840529963365,88.39741869364383,86.51442646588853,84.27985449638678,81.69741086940923,78.77429944783862,75.52143644200356,71.95366997300317,68.09000263050334,63.95381702501647,59.5731043346654,54.980695846420865,50.21449749182573,45.31772737719771,40.33915630831116,35.33335130956226,30.3609221376109,25.48877078950867,20.79034400530207,16.34588876511915,12.24271078073292,8.575435981618597,5.446274995467094,2.965290623202727,1.2506683084739143,0.42898960161310595,0.6355086180928344,2.0144314914600954,4.719198820738594,8.91277111232818,14.767917216373691,22.467505757615314,,,,,,,,,,,
123,Waterwalker Boterson,,93.43578806522362,95.26009838973317,96.56750949935122,97.40683554865359,97.82494758845661,97.86676963226294,97.57527667978303,96.99149469753213,96.15450255650296,95.10143592691406,93.86749313003378,92.48594294707974,90.98813438519409,89.40350840049436,87.75961157819998,86.08211176983426,84.39481568750216,82.71968845524371,81.07687511746295,79.48472410443254,77.95981265487401,76.5169741956137,75.16932767831418,73.92830887328151,72.80370362034785,71.80368303683004,70.9348406825635,70.20223168201197,69.60941380345281,69.15849049523783,68.85015587912997,68.68374170071544,68.65726623689145,68.76748516042984,69.00994436161596,69.37903472696357,69.86804887500503,70.46923984915735,71.17388176766366,71.97233243061082,72.85409788402166,73.80789894102415,74.82173966009493,75.88297778037952,76.97839711408736,78.09428189596325,79.21649308983335,80.3305466522281,81.42169375307991,82.47500295349641,83.47544434061004,84.40797561950248,85.25763016220549,86.00960701377667,86.64936285545132,87.16270592486919,87.53589189337853,87.75572170041367,87.8096413449498,87.68584363403252,87.37337188838356,86.86222560508136,86.14346807731897,85.20933597123474,84.05335085982148,82.67043271391009,81.05701535022881,79.21116383653698,77.13269385383666,74.82329301565936,72.28664414442586,69.52855050488576,66.55706299462868,63.38260929167443,60.01812495913633,56.479186506961305,52.78414641074613,48.95427008762769,45.01387482924997,40.990470691807545,36.91490334316255,32.82149886703855,28.748210524289725,24.73676747124709,20.832825435137597,17.08611934658098,13.550617929161456,10.284680246076027,7.351214203857422,4.817837013169603,2.757037606688927,1.2463410140471445,0.36847469386185333,0.2115368228340019,0.8691665419299592,2.4407161596281144,5.031425312250952,8.752597081368393,13.72177606827637,20.062928425549224,,,,,,,,,,,
124,Extrawalker Botson II,,99.98709290685714,98.55562770556634,97.15428475114449,95.7843875440473,94.44717670651086,93.14380998255177,91.87536223796708,90.64282546033435,89.44710875901158,88.28903836513724,87.16935763163035,86.08872703319025,85.04772416629693,84.04684374921072,83.0864976219725,82.1670147464036,81.2886412061058,80.45154020646139,79.65579207463311,78.90139425956419,78.18826133197832,77.51622498437969,76.88503403105291,76.2943544080631,75.74376917325588,75.23277850625729,74.76079970847388,74.32716720309263,73.93113253508108,73.57186437118713,73.24844849993924,72.95988783164633,72.70510239839774,72.48292935406334,72.29212297429349,72.13135465651894,71.99921291995099,71.89420340558137,71.8147488761823,71.7591892163065,71.72578143228712,71.7126996522378,71.71803512605267,71.73979622540628,71.77590844375374,71.82421439633055,71.88247382015273,71.94836357401675,72.01947763849961,72.0933271159587,72.16734023053193,72.2388623281377,72.30515587647483,72.36340046502265,72.41069280504097,72.44404672957005,72.46039319343062,72.45658027322395,72.42937316733168,72.37545419591602,72.29142280091956,72.17379554606548,72.01900611685728,71.82340532057908,71.58326108629541,71.29475846485126,70.95399962887213,70.55700387276396,70.09970761271317,69.57796438668669,68.98754485443185,68.32413679747654,67.58334511912909,66.76069184447825,65.85161612039332,64.85147421552402,63.75553952030062,62.55900254693379,61.25697092941462,59.84446942351485,58.31643990678655,56.667741378562255,54.89314995995513,52.98735889385864,50.94497854494677,48.760536399674045,46.4284770662754,43.94316227476628,41.29887087694255,38.4897988463806,35.51005927843729,32.35368239024993,29.014615520736342,25.486723130594694,21.763786802303844,17.83950524012296,13.707494270091722,9.361286840030315,4.794333019539372,0.0,,,,,,,,,,,
125,Waterpulverizer Botberg,,84.41847333265595,80.53826494091878,77.07633258147243,74.01268895384808,71.32774074064527,69.00228169580078,67.01748611495773,65.35490268793461,63.996448733294464,62.92440481501414,62.121409741253615,61.57045594522536,61.25488524816386,61.15838500439514,61.264984628506376,61.559052504615636,62.02529327774165,62.64874552727365,63.414779822541306,64.30909716048478,65.31772778542475,66.42703039093263,67.62369170380077,68.89472645011283,70.22747770341408,71.60961761498201,73.02914852619674,74.4744044630117,75.93405301252439,77.39709758164707,78.85288003787767,80.2910837321707,81.70173690390826,83.07521646797115,84.40225218391,85.67393120721653,86.88170302269484,88.01738475993287,89.07316689087381,90.04161930948761,90.91569779354273,91.68875084847775,92.35452693337315,92.9071820690231,93.34128782810762,93.65183970746435,93.83426588246066,93.88443634346599,93.79867241442389,93.57375665352448,93.20694313597669,92.69596811888081,92.03906108820117,91.23495618783849,90.28290403080277,89.18268389248595,87.93461628603498,86.53957591982439,84.99900503702966,83.31492713729997,81.48996108053173,79.52733557274158,77.43090403403949,75.20515984870272,72.85525199734872,70.38700107120911,67.80691566850297,65.12220917291066,62.34081691414771,59.471413710638515,56.52343179429018,53.50707911736691,50.43335804146359,47.31408440858034,44.16190699429657,40.99032734304515,37.81371998548731,34.647353037986434,31.507409184182976,28.41100703866902,25.376222892763124,22.422112842384912,19.568735298029836,16.837173876844084,14.24956067680014,11.829099932971229,9.60009205590675,7.587958052106804,5.819264326599059,4.321747867612974,3.124341813355173,2.25720140088538,1.7517302970919497,1.6406073117682645,1.9578134927867261,2.738659603376475,4.019813981498102,5.839330781320344,8.236678596795832,11.252769467336874,,,,,,,,,,,
126,Rocklift Botsky Jr.,,56.48226460955124,59.932308488247834,62.798582115283374,65.1432806746122,67.02507722984762,68.49920611037291,69.61754629745249,70.42870481034298,70.97810009240428,71.3080453972106,71.45783217466175,71.463813457094,71.35948724539128,71.17557989509626,70.94012950252144,70.67856929086024,70.41381099629803,70.16632825412333,69.95423998483882,69.79339378027244,69.69744928968852,69.67796160589879,69.74446465137356,69.90455456435276,70.16397308495698,70.52669094129871,70.99499123559326,71.56955283026996,72.2495337340832,73.03265448822354,73.91528155242881,74.89251069109517,75.95825035938813,77.10530508935385,78.32545887603003,79.60955856355707,80.9475972312892,82.32879757990554,83.74169531752096,85.17422254579779,86.613791146056,88.04737616538537,89.46159920275554,90.8428117951276,92.17717880356552,93.45076179934657,94.64960245007263,95.75980590578152,96.7676241850578,97.65953956114427,98.4223479480521,99.04324228667355,99.50989593089136,99.8105460336906,99.93407693327022,99.87010353915305,99.60905471829817,99.14225668121091,98.46201636805418,97.56170483476,96.4358406391404,95.08017322699837,93.49176631823886,91.6690812929804,89.61206057766461,87.32221103117006,84.80268733092166,82.05837535900058,79.09597558825733,75.9240864684227,72.55328781221777,68.99622418146498,65.26768827320167,61.3847043057869,57.36661140501608,53.23514699023114,49.01453016043088,44.7315450803834,40.41562436673476,36.09893247412256,31.816449081286596,27.60605247717836,23.508602947074916,19.568026158687218,15.83139654827038,12.349020706741104,9.174520765780557,6.364917783951035,3.980715132804013,2.085981882994519,0.7484361903880442,0.03952868217526573,0.034525842980366615,0.812593400974635,2.4568797139864875,5.0545991556101875,8.697115501322164,13.480025314586143,19.503241332970234,26.871075854252023,,,,,,,,,,,
127,Firewalker Botsky,,84.39524528005207,88.30229692074249,91.56277130494581,94.2211354242171,96.32111410909236,97.90561132001253,99.0166351203078,99.6952263312418,99.98139086911615,99.9140357644352,99.53090886313086,98.86854220984748,97.96219911328714,96.84582489361489,95.55200131192423,94.11190468176287,92.5552676627183,90.91034473606402,89.20388136246554,87.46108682174662,85.7056107347158,83.95952326705307,82.24329901525647,80.57580457464917,78.9742897894466,77.45438268488354,76.03008808140169,74.71378989089725,73.5162570950286,72.44665340558424,71.5125506069109,70.71994558040168,70.07328101104457,69.57546977603091,69.22792301542412,69.03058188488862,68.98195299047887,69.07914750548858,69.31792396936001,69.69273476865355,70.19677630007749,70.82204281557765,71.55938394948764,72.39856592773891,73.32833645913114,74.33649330866265,75.4099565529211,76.53484451753448,77.6965533966819,78.87984055466464,80.06891150953773,81.24751059880133,82.39901532715234,83.50653439629622,84.55300941681872,85.52132030211845,86.39439434439882,87.1553189727205,87.78745819311408,88.27457271075315,88.6009437341867,88.75150046163233,88.71195124932991,88.46891846195439,88.01007700509011,87.32429653976371,86.40178737903861,85.23425006666884,83.81502863781367,82.13926756181101,80.2040723670134,78.00867394768105,75.55459655293853,72.8458294577874,69.88900231618499,66.69356419617601,63.27196629708958,59.63984834879648,55.816228693021884,51.82369804672431,47.68861694752971,43.44131688122917,39.11630509133414,34.7524730706942,30.393308735173363,26.08711227938659,21.88721571449878,17.852206088079672,14.046152386022236,10.538836116521596,7.4059855761103845,4.7295137977592265,2.597760181032052,1.105735804307513,0.3553724190547776,0.455775126173594,1.5234787343928222,3.682707800728199,7.06564035300327,11.812675294428315,,,,,,,,,,,
128,Excawaller Botchik Jr.,,75.83540001807631,79.8000553580564,83.02303792628963,85.56723584193732,87.49333206720115,88.85978277215263,89.72279849497768,90.13632809763664,90.15204551693925,89.81933931103492,89.18530500131847,88.29474020975063,87.1901425915941,85.91171056356472,84.49734682739792,82.98266468883021,81.40099717199615,79.78340892924018,78.15871094634417,76.55347804316965,74.99206916971556,73.49665049759129,72.08722130690461,70.78164266856523,69.59566892200313,68.5429819483025,67.63522823875074,66.88205875880254,66.29117160745938,65.86835747206426,65.61754787851139,65.54086623687145,65.63868168243178,65.9096657121518,66.350851616534,66.95769670690966,67.72414733814009,68.6427067267329,69.70450556437396,70.89937542687373,72.21592497852964,73.6416189719031,75.16286004301212,76.76507330193908,78.43279371885329,80.14975630544943,81.89898909180063,83.66290889862738,85.42341990498085,87.16201501134212,88.85987999813652,90.49800047966248,92.05727165343698,93.51861084495471,94.86307284786339,96.07196805955427,97.12698341216726,98.01030609901147,98.70475009640238,99.19388548091099,99.46217054203196,99.49508669026447,99.27927616060911,98.80268251147902,98.05469391902925,97.02628926689727,95.71018703136072,94.10099696191172,92.19537455724442,89.9921783366566,87.49262990687036,84.70047682426592,81.6221582525286,78.26697341571422,74.64725284673011,70.77853243122551,66.67973024690588,62.37332619825594,57.88554444667947,53.2465386360549,48.49057991370833,43.65624774679595,38.786623534107186,33.92948701328103,29.137515463437783,24.46848570322376,19.985478884276738,15.757088080100417,11.857628670356936,8.367351520577634,5.37265895728146,2.966323538516463,1.247709619810235,0.32299771554394163,0.305411655726553,1.315448538205209,3.4811114762707462,6.938145141687465,11.830274103145179,18.30944396011225,,,,,,,,,,,
